Data,Vaga,Nome da Empresa,Tipo de Trabalho,Tipo de Vaga,URL,Cidade,Estado
03/06/2024,Engenheiro de Dados ,Nitro,Híbrido,Efetiva,https://nitro.gupy.io/job/eyJqb2JJZCI6NzIyNDQ2Nywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,São Paulo,São Paulo
03/06/2024,Pessoa Desenvolvedora Java,Minsait an Indra Company,Híbrido,Efetiva,https://minsait.gupy.io/job/eyJqb2JJZCI6NzI1MTc2Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Recife,Pernambuco
03/06/2024,Desenvolvedor Clipper (HÍBRIDO),Relevo,Híbrido,Efetiva,https://relevo.gupy.io/job/eyJqb2JJZCI6NzI1MTUwMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,São Paulo,São Paulo
03/06/2024,SOFTWARE ENGINEERING MANAGER - TRIBO COMERCIAL E MARKETING (HÍBRIDO CAMPINAS/SP),Tecnologia - Agibank,Híbrido,Efetiva,https://tecnologia-agibank.gupy.io/job/eyJqb2JJZCI6NzIwMTQzNSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Campinas,São Paulo
03/06/2024,Analista de Rede e Infraestrutura (Banco de Talentos),Lanlink Informática,Presencial,Banco de Talentos,https://vempralanlink.gupy.io/job/eyJqb2JJZCI6NzI0NTc3OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Goiânia,Goiás
03/06/2024,Analista de Suprimentos Jr.,Clariens Educação,Presencial,Efetiva,https://clariens.gupy.io/job/eyJqb2JJZCI6NzI1MTQ2OSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,São Paulo,São Paulo
03/06/2024,Analista de Suporte em Administração de Banco de Dados (Banco de Talentos),Lanlink Informática,Presencial,Banco de Talentos,https://vempralanlink.gupy.io/job/eyJqb2JJZCI6NzI0NTcyMSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Goiânia,Goiás
03/06/2024,Analista de Compras - Caxias do Sul ,Eletronor,Presencial,Efetiva,https://eletronor.gupy.io/job/eyJqb2JJZCI6NzI1MTc0OSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Caxias do Sul,Rio Grande do Sul
03/06/2024,Analista de Dados - Oracle IQ,MJV Technology & Innovation,Presencial,Efetiva,https://mjvcarreiras.gupy.io/job/eyJqb2JJZCI6NzIxOTExNCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,São Paulo,São Paulo
03/06/2024,Analista de Suporte Windows (Banco de Talentos),Lanlink Informática,Presencial,Banco de Talentos,https://vempralanlink.gupy.io/job/eyJqb2JJZCI6NzI0NTA5MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Goiânia,Goiás
03/06/2024,Estágio em Análise de Dados (Power BI e Python),betunel-oficial,Presencial,Estágio,https://betunel.gupy.io/job/eyJqb2JJZCI6NzI1MDY0Miwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Rio de Janeiro,Rio de Janeiro
03/06/2024,Back Office - Administrativo - Cobrança,NW Soluções,Presencial,Efetiva,https://nwsolucoes.gupy.io/job/eyJqb2JJZCI6NzI0MTYwOSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,São Paulo,São Paulo
03/06/2024,Analista de Faturamento - Back Office,Soul Malls,Presencial,Efetiva,https://soulmalls.gupy.io/job/eyJqb2JJZCI6NzI0MzYzMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Rio de Janeiro,Rio de Janeiro
31/05/2024,Desenvolvedor Java Back End (APIs),Stefanini Group,Remoto,Efetiva,https://stefanini.gupy.io/job/eyJqb2JJZCI6NzI0NDg1OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,...,...
31/05/2024, Pessoa Desenvolvedora Front-end (Angular),MJV Technology & Innovation,Remoto,Efetiva,https://mjvcarreiras.gupy.io/job/eyJqb2JJZCI6NzE2NTYyNiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,...,...
31/05/2024,Pessoa Analista de SSMA Jr,Santos Brasil,Híbrido,Efetiva,https://santosbrasil.gupy.io/job/eyJqb2JJZCI6NzE5NTMzMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Guarujá,São Paulo
31/05/2024,Estágio | Proteção de Dados,VISEU ADVOGADOS,Híbrido,Estágio,https://viseu.gupy.io/job/eyJqb2JJZCI6NzI0NTA2NSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,São Paulo,São Paulo
31/05/2024,[VAGA AFIRMATIVA PARA MULHERES E PESSOAS NEGRAS] CIÊNCIA DE DADOS COM IA GENERATIVA - SOLUÇÕES EM INVESTIMENTOS - SOLUCOES DE INVESTIMENTOS,Itaú Unibanco,Híbrido,Efetiva,https://vemproitau.gupy.io/job/eyJqb2JJZCI6NzIyNzAxOSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Sao Paulo,São Paulo
31/05/2024,Estágio em Analise de Dados,Confidencial,Híbrido,Estágio,https://areaconfidencial.gupy.io/job/eyJqb2JJZCI6NzI0MzgxMCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,São Paulo,São Paulo
31/05/2024,Estágio em Testes de Software (Telecom)  ,Positivo Tecnologia,Híbrido,Estágio,https://positivotecnologia.gupy.io/job/eyJqb2JJZCI6NzI0MzA5NCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Curitiba,Paraná
31/05/2024,Analista TI - Lambaré PY,Grupo Tigre,Presencial,Efetiva,https://tigre.gupy.io/job/eyJqb2JJZCI6NzI0NTcxOCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Lambaré,...
31/05/2024,Analista de R&S Jr,Scire Empreendimentos,Presencial,Efetiva,https://scireempreendimentos.gupy.io/job/eyJqb2JJZCI6NzI0NTYxNiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Florianópolis,Santa Catarina
31/05/2024,Friboi - Analista de BI (Logística),JBS,Presencial,Efetiva,https://jbs.gupy.io/job/eyJqb2JJZCI6NzI0NTYwOCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,São Paulo,São Paulo
31/05/2024,ANALISTA DE MARKETING ,Grupo Açotel,Presencial,Efetiva,https://grupoacotel.gupy.io/job/eyJqb2JJZCI6NzI0NTQ4MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Juiz de Fora,Minas Gerais
31/05/2024,Analista Crédito Imobiliário Júnior - Unidade Taboão da Serra (TQ) ,Interfile,Presencial,Efetiva,https://interfile.gupy.io/job/eyJqb2JJZCI6NzI0NTQ1Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Taboão da Serra,São Paulo
31/05/2024,Cientista de Dados,Central IT,Presencial,Efetiva,https://centralit.gupy.io/job/eyJqb2JJZCI6NzIwNDI0Mywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Cruzeiro,Distrito Federal
31/05/2024,TBFG | Analista de Dados,[R&S] Top Brands Fashion Group - Novo Negócio -  Outbound - Hunter,Presencial,Efetiva,https://tbfg.gupy.io/job/eyJqb2JJZCI6NzI0MzkwNiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,São Paulo,São Paulo
31/05/2024,Analista de Banco de Dados,Argo Inteligência Digital - Trabalhe Conosco,Presencial,vacancy_type_outsource,https://argotrabalheconosco.gupy.io/job/eyJqb2JJZCI6NzI0MDYyMCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Goiânia,Goiás
31/05/2024,PESSOA AUXILIAR DE DADOS IV- PESQUISA CLÍNICA,ALS LIFE SCIENCES,Presencial,Efetiva,https://alslifesciences.gupy.io/job/eyJqb2JJZCI6NzIyODM0OSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Campinas,São Paulo
27/05/2024,Programa de Estágio - Desenvolvimento de Software ,Lyncas,Remoto,Estágio,https://lyncas.gupy.io/job/eyJqb2JJZCI6NzIyODE3Nywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,...,...
27/05/2024,Pessoa Analista Administrativa  (Sucesso do Cliente),Kenlo,Híbrido,Efetiva,https://kenlo.gupy.io/job/eyJqb2JJZCI6NzIxNzIwNiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Campinas,São Paulo
27/05/2024,  Especialista de Data Analytics,Mobly,Híbrido,Entidade legal,https://mobly.gupy.io/job/eyJqb2JJZCI6NzIyNjc1MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,São Paulo,São Paulo
27/05/2024,Gerente de Data Science,Livelo,Híbrido,Efetiva,https://livelo.gupy.io/job/eyJqb2JJZCI6NzIyNjM1MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Barueri,São Paulo
27/05/2024,BRAVEO -  Analista de Master Data,Braveo,Híbrido,Efetiva,https://braveo.gupy.io/job/eyJqb2JJZCI6NzIyNDkzOSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,São Paulo,São Paulo
27/05/2024,ESPECIALISTA EM DATA E ANALYTICS,"GRANITO - VENDEU, RECEBEU",Híbrido,Efetiva,https://granitopagamentos.gupy.io/job/eyJqb2JJZCI6NzIwMTI2Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Barueri,São Paulo
27/05/2024,Pessoa Programadora Front-end Junior (Híbrido),Somos a Bagy,Híbrido,Efetiva,https://bagy.gupy.io/job/eyJqb2JJZCI6NzE5ODAyOCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Novo Hamburgo,Rio Grande do Sul
27/05/2024,Pessoa Desenvolvedora Back-end (Java),MJV Technology & Innovation,Híbrido,Efetiva,https://mjvcarreiras.gupy.io/job/eyJqb2JJZCI6NzE5Mjc5MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,São Paulo,São Paulo
27/05/2024,Pessoa Desenvolvedora Back-end (Java),MJV Technology & Innovation,Híbrido,Efetiva,https://mjvcarreiras.gupy.io/job/eyJqb2JJZCI6NzE4MzYzOCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,São Paulo,São Paulo
27/05/2024,Analista DevOps,QiBit Vagas,Híbrido,Efetiva,https://qibit.gupy.io/job/eyJqb2JJZCI6NzIyNjgzMiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,São Paulo,São Paulo
27/05/2024,Analista de Recebíveis,Blueway Capital,Presencial,Efetiva,https://bluewaycapital.gupy.io/job/eyJqb2JJZCI6NzIyOTAyOCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Goiânia,Goiás
27/05/2024,Analista de Negócios (Business Analyst/B.A.),Gabriel ,Presencial,Efetiva,https://gabriel.gupy.io/job/eyJqb2JJZCI6NzIyOTA4Mywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,São Paulo,São Paulo
27/05/2024,Analista de Sucesso do Cliente Junior,Gabriel ,Presencial,Efetiva,https://gabriel.gupy.io/job/eyJqb2JJZCI6NzIyOTA0Miwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,São Paulo,São Paulo
27/05/2024,Analista de Suporte Técnico (N3) - Vila Velha,"Ayko, juntos para transformar!",Presencial,Efetiva,https://aykotech.gupy.io/job/eyJqb2JJZCI6NzIyOTAwOCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Vila Velha,Espírito Santo
27/05/2024,Analista Financeiro - Londrina Norte Shopping,Soul Malls,Presencial,Efetiva,https://soulmalls.gupy.io/job/eyJqb2JJZCI6NzIyNTI1Mywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Londrina,Paraná
27/05/2024,Engenheiro de Dados Júnior,3CON | IT & Digital,Presencial,Efetiva,https://trescon.gupy.io/job/eyJqb2JJZCI6NzIyODM0Nywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Rio de Janeiro,Rio de Janeiro
27/05/2024,Arquiteto de Dados (EER)  ,Engeform,Presencial,Efetiva,https://engeform.gupy.io/job/eyJqb2JJZCI6NzIyODIwNCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,São Paulo,São Paulo
27/05/2024,Analista de Gestão de Dados ,Empresa Nacional de Grande Porte,Presencial,Efetiva,https://vagasocultas.gupy.io/job/eyJqb2JJZCI6NzIwNjQyOSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Maringá,Paraná
27/05/2024,Software Engineer Backend C#,Mottu,Presencial,Entidade legal,https://vagasmottu.gupy.io/job/eyJqb2JJZCI6NzIyMzkzMiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,São Paulo,São Paulo
27/05/2024,Engenheiro de Software ,BYD Brasil,Presencial,Efetiva,https://bydbrasil.gupy.io/job/eyJqb2JJZCI6NzIwMTQ3MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Camaçari,Bahia
26/05/2024,Desenvolvedor Python + AWS,Stefanini Group,Remoto,Efetiva,https://stefanini.gupy.io/job/eyJqb2JJZCI6NzIyMjYxNywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,...,...
23/05/2024,PESSOA CIENTISTA DE DADOS ESPECIALISTA,YDUQS - Vagas Tech,Remoto,Efetiva,https://yduqstech.gupy.io/job/eyJqb2JJZCI6NzE4NjkzMSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,...,...
23/05/2024,PESSOA ENGENHEIRA DE DADOS ESPECIALISTA,YDUQS - Vagas Tech,Remoto,Efetiva,https://yduqstech.gupy.io/job/eyJqb2JJZCI6NzE4NjkyMSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,...,...
23/05/2024, Analista I de Dados - Afirmativa para Talentos Diversos,Grupo Boticário,Remoto,Efetiva,https://grupoboticario.gupy.io/job/eyJqb2JJZCI6NzE5NDU0Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,...,...
23/05/2024,Desenvolvedor Delphi Back end,Montreal & Tecnologia & Inovação,Remoto,Efetiva,https://montreal.gupy.io/job/eyJqb2JJZCI6NzE5ODYyNiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,...,...
23/05/2024,Pessoa Desenvolvedora Backend C# Especialista I (Venda Direta) - Vaga Afirmativa para Pessoas com Deficiência (PcD) e Mulheres (Cis e Trans),Grupo Boticário,Remoto,Efetiva,https://grupoboticario.gupy.io/job/eyJqb2JJZCI6NzIxNDIyNywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,...,...
23/05/2024,Analista de Marketing (Patrocínios e Parcerias) ,Centauro Talentos ,Híbrido,Efetiva,https://centaurotalentos.gupy.io/job/eyJqb2JJZCI6NzE3NDA4MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,São Paulo,São Paulo
23/05/2024,Pessoa Engenheira de Dados JR ,NAVA | Technology for Business,Híbrido,Efetiva,https://nava.gupy.io/job/eyJqb2JJZCI6NzIxMzgwMSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,São Paulo,São Paulo
23/05/2024,Data Analyst - Consultor(a),TIM Brasil,Híbrido,Efetiva,https://vemprotime.gupy.io/job/eyJqb2JJZCI6NzIwNzcxMCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Santo André,São Paulo
23/05/2024,SOFTWARE ARCHITECT SPECIALIST (HÍBRIDO CAMPINAS/SP),Tecnologia - Agibank,Híbrido,Efetiva,https://tecnologia-agibank.gupy.io/job/eyJqb2JJZCI6NzEzNDQ1Mywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Campinas,São Paulo
23/05/2024,Estágio em Desenvolvimento de Software - Framework Embarcado,SiDi,Híbrido,Estágio,https://sidi.gupy.io/job/eyJqb2JJZCI6NzIxMjc0Nywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Manaus,Amazonas
23/05/2024,Pessoa Assistente de Loja - Shopping Anália Franco,Centauro Talentos ,Presencial,Efetiva,https://centaurotalentos.gupy.io/job/eyJqb2JJZCI6NzIxMDYyMiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,São Paulo,São Paulo
23/05/2024,Analista de Portifólio Júnior - Vaga afirmativa para Pessoas com Deficiência,EMS,Presencial,Efetiva,https://ems.gupy.io/job/eyJqb2JJZCI6NzEyMjEwMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Hortolândia,São Paulo
23/05/2024,Analista de Reservas | TRANSAMÉRICA LAGOA DOS INGLESES,Atlantica Hospitality International,Presencial,Efetiva,https://vagasahi.gupy.io/job/eyJqb2JJZCI6NzIwMjQ0OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Nova Lima,Minas Gerais
23/05/2024,Analista Fiscal,Pro Mais Gestão - Inteligência em Pessoas ,Presencial,Efetiva,https://promaisgestao.gupy.io/job/eyJqb2JJZCI6NzE4ODc0Miwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Rio do Sul,Santa Catarina
23/05/2024,ANALISTA LEGALIZAÇÕES JR,Página de Carreira,Presencial,Banco de Talentos,https://hapvidandi.gupy.io/job/eyJqb2JJZCI6NzIwNDEyMSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Fortaleza,Ceará
23/05/2024,Analista Recrutamento e Seleção Jr | Bioparque Barra,Raízen ,Presencial,Efetiva,https://genteraizen.gupy.io/job/eyJqb2JJZCI6NzE3MjQxMiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Barra Bonita,São Paulo
23/05/2024,Analista de Dados,FCB Brasil ,Presencial,Efetiva,https://fcbbrasil.gupy.io/job/eyJqb2JJZCI6NzIxNDYyNiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,São Paulo,São Paulo
23/05/2024,Analista de Dados Jr - Salvador-BA,LM Mobilidade,Presencial,Efetiva,https://lmvagas.gupy.io/job/eyJqb2JJZCI6NzExNTE5Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Salvador,Bahia
22/05/2024,Desenvolvedor .NET/Python  - Certificado AWS,Stefanini Group,Remoto,Efetiva,https://stefanini.gupy.io/job/eyJqb2JJZCI6NzIwNjQ1Miwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,...,...
22/05/2024,Desenvolvedor(a) Front-end Vue.js,Omie,Remoto,Efetiva,https://carreirasomie.gupy.io/job/eyJqb2JJZCI6NzIwNjM0NCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,...,...
22/05/2024,Pessoa Desenvolvedora Back-end (Java),MJV Technology & Innovation,Remoto,Efetiva,https://mjvcarreiras.gupy.io/job/eyJqb2JJZCI6NzE5MDE2Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,...,...
22/05/2024,Analista Desenvolvimento Back End Jr - Befly,BeFly,Remoto,Entidade legal,https://befly.gupy.io/job/eyJqb2JJZCI6NzExOTA3Nywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,...,...
22/05/2024,Especialista de Marketing - Data Analytics (São Paulo/SP),Alares Internet,Híbrido,Efetiva,https://alaresinternet.gupy.io/job/eyJqb2JJZCI6NzE3MTUyMSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,São Paulo,São Paulo
22/05/2024,Pessoa Desenvolvedora Back-end (Java),MJV Technology & Innovation,Híbrido,Efetiva,https://mjvcarreiras.gupy.io/job/eyJqb2JJZCI6NzE4MzYwNiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,São Paulo,São Paulo
22/05/2024,DEVOPS,Central IT,Híbrido,Efetiva,https://centralit.gupy.io/job/eyJqb2JJZCI6NzIwMDY3Nywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Rio de Janeiro,Rio de Janeiro
22/05/2024,Back Office ,NW Soluções,Presencial,Efetiva,https://nwsolucoes.gupy.io/job/eyJqb2JJZCI6NzE1NjMzNywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Campo Grande,Mato Grosso do Sul
14/05/2024,"Pessoa Arquiteta de Software (Python, Java e Javascript)",Mutant,Remoto,Efetiva,https://mutantbrvagas.gupy.io/job/eyJqb2JJZCI6NzE1MjE3MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,...,...
14/05/2024,Desenvolvedor Júnior (São Paulo/SP),Alares Internet,Remoto,Efetiva,https://alaresinternet.gupy.io/job/eyJqb2JJZCI6NzEzODMzMCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,...,...
14/05/2024,Pessoa Desenvolvedora Back-end (Java),MJV Technology & Innovation,Remoto,Efetiva,https://mjvcarreiras.gupy.io/job/eyJqb2JJZCI6NzE0NjkxMiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,...,...
14/05/2024,Pessoa Desenvolvedora Back-end (Java),MJV Technology & Innovation,Remoto,Efetiva,https://mjvcarreiras.gupy.io/job/eyJqb2JJZCI6NzE0NzA2OSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,...,...
14/05/2024,Principal Software Engineering - Specialist,Blip,Remoto,Efetiva,https://blip.gupy.io/job/eyJqb2JJZCI6NzE2NjA4NCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,...,...
14/05/2024,Pessoa Engenheira de Dados Databricks,MJV Technology & Innovation,Híbrido,Efetiva,https://mjvcarreiras.gupy.io/job/eyJqb2JJZCI6NzE1OTI1NCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Barueri,São Paulo
14/05/2024,Pessoa Engenheira de Dados Databricks,MJV Technology & Innovation,Híbrido,Efetiva,https://mjvcarreiras.gupy.io/job/eyJqb2JJZCI6NzE1OTE0NCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Barueri,São Paulo
14/05/2024,Pessoa Engenheira de Dados Cloud ,MJV Technology & Innovation,Híbrido,Efetiva,https://mjvcarreiras.gupy.io/job/eyJqb2JJZCI6NzE1NzY4NSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Barueri,São Paulo
14/05/2024,Pessoa Engenheira de Dados Databricks,MJV Technology & Innovation,Híbrido,Efetiva,https://mjvcarreiras.gupy.io/job/eyJqb2JJZCI6NzE1ODg4Miwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Barueri,São Paulo
14/05/2024,Pessoa Engenheira de Dados Databricks,MJV Technology & Innovation,Híbrido,Efetiva,https://mjvcarreiras.gupy.io/job/eyJqb2JJZCI6NzE1OTE4MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Barueri,São Paulo
14/05/2024,Gerente Corporativo de Dados,Portobello,Híbrido,Efetiva,https://portobello.gupy.io/job/eyJqb2JJZCI6NzE2MDE3Miwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Florianópolis,Santa Catarina
14/05/2024,DATA ANALYST,Mundiale,Híbrido,Efetiva,https://mundiale.gupy.io/job/eyJqb2JJZCI6NzE2MzUzMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Belo Horizonte,Minas Gerais
14/05/2024,Pessoa Estagiária em Tecnologia - Front End,Gocase Brasil,Híbrido,Estágio,https://gocase.gupy.io/job/eyJqb2JJZCI6NzE2NDIxNSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Fortaleza,Ceará
14/05/2024,Bradesco | Engenheiro de Software Especialista,Page Outsourcing Brasil,Híbrido,Efetiva,https://pageoutsourcingbr.gupy.io/job/eyJqb2JJZCI6NzE2NDk3Mywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Osasco,São Paulo
14/05/2024, DEVOPS,Central IT,Híbrido,Efetiva,https://centralit.gupy.io/job/eyJqb2JJZCI6NzEzNzgwMSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,...,Distrito Federal
14/05/2024,Analista DevOps Junior,"GRANITO - VENDEU, RECEBEU",Híbrido,Efetiva,https://granitopagamentos.gupy.io/job/eyJqb2JJZCI6NzA4MTYyMSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Barueri,São Paulo
14/05/2024,OI | Product Owner I (Inteligência Artificial),OI - Oportunidades Internas,Híbrido,Associado,https://oportunidadesinternascea.gupy.io/job/eyJqb2JJZCI6NzE2NzI4OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Barueri,São Paulo
14/05/2024,Analista de Departamento Pessoal,Mamba,Presencial,Efetiva,https://mambadigital.gupy.io/job/eyJqb2JJZCI6NzE2NzQ2OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Santos,São Paulo
14/05/2024,Analista de Auditoria ,Grupo Solutta,Presencial,Efetiva,https://gruposolutta.gupy.io/job/eyJqb2JJZCI6NzE2NzQxNiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,São Paulo,São Paulo
14/05/2024,Analista de Logistica,GrupoSC Distribuidora de Medicamentos,Presencial,Efetiva,https://gruposc.gupy.io/job/eyJqb2JJZCI6NzE2NzQ1Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Gravataí,Rio Grande do Sul
