job_id,published_date,title,description,career_page_name,type,application_deadline,is_remote_work,city,state,country,job_url,disabilities,workplace_type,submitted
7443761,2024-07-16T23:56:52.242Z,GRUPO SOMA | Analista de Comunicação I,"SOMOS O MAIOR GRUPO DE MODA DO BRASILPor aqui, a gente inova e renova o mercado da moda do nosso jeito, arregaçando as mangas e fazendo os resultados acontecerem na nossa frente. Somos uma grande e eficiente união de talentos e expertises.Seja nos times criativos, escritórios, lojas e fábricas, cada pessoa aqui é muito importante no nosso universo. E acreditamos de verdade que o brilho no olho do nosso time é o que faz a gente ir cada vez mais longe.Nossa missão é sonhar grande e fazer gigante. Porque gente é o que SOMA.Responsabilidades e atribuiçõesGestão de redes sociais: Instagram, LinkedIn e TikTok. Planejamento e estratégia para os diferentes canais. Monitoramento e análise de Métricas de Desempenho. Criação de conteúdo: design gráfico, redação, roteirização, filmagem e edição de vídeo. Construção e desdobramento da marca: identidade visual, tom de voz, sound branding, eventos, etc. Apoio em campanhas e comunicações internas. Acompanhamento e estratégia do calendário de ações institucionais internas e externas.Manutenção do site institucional.Relacionamento com marcas e outras áreas da empresa. Apoio de relações públicas e contato com a assessoria de imprensa.Requisitos e qualificaçõesExperiência com edição de vídeo para redes sociais.Experiência com pacote Adobe (Illustrator e Photoshop).Consumir conteúdo de moda, rede social e tendências ;) ",GRUPO SOMA,vacancy_type_effective,,False,Rio de Janeiro,Rio de Janeiro,Brasil,https://gruposoma.gupy.io/job/eyJqb2JJZCI6NzQ0Mzc2MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,True,hybrid,True
7472996,2024-07-16T22:47:25.822Z,Analista de Projetos,"O time de Transformation atua na implantação de projetos estratégicos voltados para o CSC com impacto cross área. A missão do time de Transformation é: Viabilizar iniciativas estratégicas voltadas para o CSC Loft, com foco na melhoria de processos buscando garantir a produção de eficiência financeira e operacional, além de conduzir frentes estratégicas e prover a estruturação dos processos dos times de backoffice.Acreditamos que para cumprir com a nossa missão e contribuir na construção do maior e melhor  ecossistema imobiliário da América Latina, precisamos ter um time alinhado com nosso propósito e uma mentalidade de alta performance.Responsabilidades e atribuiçõesOs desafios que você vai encontrar: Elaboração e implementação de cronogramasImplantação de projetos de melhoria contínuaElaboração e apresentação para a Liderança de reports gerenciaisDesenvolvimento de KPIs e Dashboards Raciocínio lógico e processual para melhorias e automação de atividadesMapeamento de processosIdentificação de possíveis Gaps ou melhoriasAnálise a apuração de dadosRequisitos e qualificaçõesO que você precisa para virar a chave? (Pré-requisitos da função)Pensamento crítico e analítico;Boa comunicação;Saiba fazer gestão de conflitos;Agilidade e proatividade;Perfil Hands On;Seja organizado e saiba fazer uma boa gestão de tempo;Experiência em melhoria contínua e processos;Experiência em rotinas financeiras;Experiência em startups de alto crescimento é um diferencial;Experiência em sistemas integrados (Netsuite será um diferencial);Experiência com ferramentas de análises de dados: Looker, Data Studio, Power BIInformações adicionais💳Caju - Mais liberdade para usar seus benefícios (Refeição, Alimentação, Mobilidade, Saúde, Home Office, Cultura e Educação);🏥Assistência Médica - Sulamerica🪥Assistência Odontológica - Sulamerica🦺Seguro de vida - Prudential🏋️Gympass - Acesso a academias no Brasil inteiro📚Linkedin Learnings - Plataforma de educação para potencializar o desenvolvimento🏝️Férias Flexíveis - Tire suas férias a qualquer momento😴Day Off - 5 folgas ao longo do ano👪Licença Parental 🖥️Trabalho - Híbrido - Curitiba ",Loft,vacancy_type_effective,,False,Curitiba,Paraná,Brasil,https://loft.gupy.io/job/eyJqb2JJZCI6NzQ3Mjk5Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,True,hybrid,True
7450303,2024-07-16T22:46:01.851Z,Analista de Materiais - Manutenção (Híbrido/ São José dos Pinhais/ Curitiba),"O Grupo Boticário promove a diversidade e queremos conosco pessoas que mudem o jogo e façam bonito, independente do gênero, raça, orientação sexual, religião, nacionalidade, idade ou deficiência.Responsabilidades e atribuiçõesGarantir a atualização, qualidade, acuracidade e efetividade da política de estoques;Gestão Corporativo de todos os almoxarifados de manutenção das unidades Logísticas do Grupo, visando redução de ruptura de estoque e MDT e garantindo o 5S na área;Gerir as frentes de Inclusão de Materiais no Almoxarifado de Manutenção, construindo e aplicando critérios técnicos de elegibilidade e parâmetros de ressuprimentos para atendimento e disponibilidade dos componentes.Liderar o projeto de gestão de obsolescência de spare parts das áreas logísticas;Manter atualizados todos os indicadores relacionados aos componentes dos equipamentos existentes e implementar novos controles;Construir cenários cíclicos dentro do processo de Manutenção para tomada de decisão;Desenvolver novos fornecedores e liderar projetos de melhoria de nível de atendimento;Suportar todo planejamento, dentro das rotinas, garantindo a disponibilidade dos componentes dos equipamentos;Gerir contratos de materiais usando indicadores técnicos de performance.Assegurar a Auditoria do recebimento de materiais para manutenção, garantindo sua conformidade com as especificações;Acompanhar o fluxo de compra de itens pertinentes a estoque de peças bem como follow-up do processo apresentando relatórios semanais do índice de atendimento de Suprimentos;Acompanhar processo de Perdas de Estoque, visando minimizar o impacto ambiental e também financeiro, dando visibilidade dos principais riscos e desenhando ações necessárias;Realizar Análise de Indicadores Através de metodologias e ferramentas de qualidade e propor planos de ação para reversão de cenários de não atendimento.Requisitos e qualificaçõesModalidade de trabalho: Híbrida - (Curitiba e Regiões/PR);Disponibilidade para viagens;Graduação completa em Ciências Exatas (Engenharia, Administração, Economia, Finanças ou afins);Conhecimento intermediário no pacote Office e Ferramentas Google (Excel/Sheets avançado) e ferramentas de business intelligence;Desejável conhecimento e vivência prática em Gestão de Estoques;Será considerado diferencial experiência em Manutenção, Suprimentos, Supply Chain e ambiente SAP: MM, PP, PM;Será considerado diferencial formação Lean Six Sigma.Informações adicionaisNOSSOS BENEFÍCIOSJá falamos que o Grupo Boticário é o melhor e maior ecossistema de beleza, né?E quando falamos dos Benefícios, nos preocupamos com as nossas pessoas e por isso, oferecemos um pacote de benefícios* que permite uma vida mais equilibrada e completa:Aqui, sua Saúde é prioridade. Plano médico e odontológico. Auxílio medicamentos. Vale saúde para familiares. Sessões de psicoterapia gratuitas. Telemedicina e 2ª opinião médica. Vacina da gripe e HPV gratuitas. Programas de cuidado com a saúdePara cuidar da sua Alimentação. Vale refeição ou restaurante local (conforme modelo de trabalho). Vale alimentação. Vale alimentação de NatalGarantindo Bem-Estar e Qualidade de Vida em todos os aspectos da vida. Plano de academias e estúdios de atividade física. Auxílio home office (modelos de trabalho híbrido e remoto). Plano de saúde para pets. Day off de aniversário. Desconto de até 40% em nossos produtos. Associação para colaboradores (convênios e parcerias, loja multimarcas, academias total pass, cursos e muito mais!). Programa de viagens e hospedagens Para a Família, nosso bem mais precioso. Auxílio educação infantil. Crédito nutrição infantil. Auxílio babá. Auxílio material escolar. Orientação jurídica, psicológica e social. Apoio para país atípicos. Licença parental estendida (180 dias para mães e 120 dias para pais)Mobilidade para sua jornada presencial. Vale Transporte e Estacionamento (modelos híbrido e presencial)Seguridade para proteção e tranquilidade financeira. Seguro de Vida. Apoio ao falecimento de pais. Previdência Privada. Empréstimos consignados*Os pacotes de benefícios são configurados conforme regras de elegibilidade.",Grupo Boticário,vacancy_type_effective,2024-07-22T00:00:00.000Z,False,Campina Grande do Sul,Paraná,Brasil,https://grupoboticario.gupy.io/job/eyJqb2JJZCI6NzQ1MDMwMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,True,hybrid,True
7478144,2024-07-16T22:38:29.373Z,ANALISTA TRIBUTÁRIO JUNIOR,"Executar as análises de incidência de tributos sobre o faturamento, cumprir as diretrizes de faturamento conforme as especificações fiscais nas emissões dos documentos fiscais.Responsabilidades e atribuiçõesConferir as medições e informações para emissão de NFS-e;Controlar o faturamento realizado e as provisões;Conferir as emissões das NFS-e e garantir o envio ao cliente e o devido recebimento no contas a receber;Analisar os relatórios a receber e de adiantamento a cliente, conforme demanda as leis tributárias das operações;Realizar conferência dos impostos incidentes sobre as notas Fiscais, tais como retenções federais, ISS Retido e devido;Emitir relatórios gerenciais para a empresa a fim de garantir a informação sobre faturamento e contas a receber;Cobrar os clientes e fazer o controle dos recebimentos e aditamento no banco.Requisitos e qualificaçõesEducação superior completa;Conhecimento em Pacote Office - principalmente Excel;Experiência na área fiscal.Informações adicionaisLocal de Trabalho: Barra da Tijuca, Rio de Janeiro/RJ.",MRO,vacancy_type_effective,,False,Rio de Janeiro,Rio de Janeiro,Brasil,https://mroativa.gupy.io/job/eyJqb2JJZCI6NzQ3ODE0NCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,True,on-site,True
7475481,2024-07-16T22:27:08.426Z,Analista de Customer Experience - INTERNA,"Estamos em busca de uma pessoa para atuar  na diretoria de CUSTOMER EXPERIENCE.Sua missão será: entender a necessidade do cliente, propor soluções para os problemas, interagir com as áreas para construir uma jornada mais fluida e levar informações, dados e cultura centrada no cliente para todas as áreas da empresa.Vem com a gente transformar a sociedade, e construir um ambiente diverso de crescimento acelerado.Topa o desafio?#VemserSankhyaResponsabilidades e atribuiçõesPromover e disseminar o Jeito Sankhya de atender em todas as áreas da empresa;Realizar análise crítica das atividades diárias, conectando as atitudes do Jeito Sankhya de atender;Desenvolver e revisar indicadores de desempenho em colaboração com as áreas, para mensurar atitudes dos colaboradores focadas na experiência do cliente;Criar e gerenciar um backlog de projetos que surgem das interações e entrevistas entre áreas;Implementar melhorias com base em insights analíticos e liderar projetos internos conforme necessidades identificadas;Conduzir conversas estratégicas e entrevistas com lideranças e equipes;Facilitar dinâmicas e desenvolver conteúdos voltados para a cultura centrada no cliente, direcionados ao time de Embaixadores;Monitorar projetos estratégicos, avaliando interdependências, sinergias e seus impactos na experiência do cliente;Elaborar cases de projetos internos para participação em prêmios de Experiência do Cliente de mercado;Realizar apresentação e reports com análises, insights direcionados para melhorias da Experiência do cliente.Requisitos e qualificaçõesEnsino Superior completo;Interesse pela área de Experiência do Cliente; Conhecimento da engenharia do negócio Sankhya ( áreas, estrutura e jornada do cliente);Habilidades de comunicação e relacionamento.Informações adicionaisAqui na Sankhya, nós prezamos muito pelo equilíbrio entre o lado humano, que envolve profissional e pessoal. Sabemos que tudo hoje é interligado e, no fim das contas, é tudo sobre gente. Por isso, nossos benefícios são personalizados para Sankhers, confira!O que a Sankhya te oferece:🥗 Seu vale, vale: liberdade! Chega de escolher entre alimentação ou refeição, oferecemos um cartão bandeira ELO em parceria com o Ifood e eu #SóVejoBenefícios nessa parceria! 🤩 Plano de saúde 100% grátis para colaborador(a)😁 Plano odontológico🏋🏽 Gympass💰 Programa de gamificação, participe e concorra a prêmios!💵 Participação nos Lucros e Resultados (PLR), mediante atingimento de metas e performance📚 Auxílio desenvolvimento (Alura, Universidade Corporativa, Descola💻)🤰 Licença Maternidade/Paternidade estendida🤱 Presente pro(a) seu(a) Baby Sankher!💻 Equipamentos fornecidos pela empresa🪑 Empréstimo consignado 🚍 Precisa trabalhar presencial? Oferecemos VT.🎯 Pagamento por Indicação de profissionais assertivos🎉 DayOFF Sankhya O niver é seu, e para comemorar nada melhor que uma folguinha né?E MAIS IMPORTANTE AINDA:🧑‍🦽Todas as nossas vagas estão disponíveis para pessoas com deficiência!Está esperando o que para fazer parte de nosso time?#VemserSankhya!",Sankhya Gestão de Negócios,vacancy_type_effective,2024-08-19T00:00:00.000Z,False,Uberlândia,Minas Gerais,Brasil,https://sankhya.gupy.io/job/eyJqb2JJZCI6NzQ3NTQ4MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,True,on-site,True
7415031,2024-07-16T22:26:11.800Z,Analista de Transportes Sr,"Para nós, o esporte é mais que só a prática: é movimento!Este movimento nos faz enxergar o esporte em suas diversas manifestações e potências. É por isso que jogamos juntos, como um só time, para construir o maior ecossistema de esporte do mundo, democrático para todos: fãs, admiradores, atletas amadores ou profissionais, aqueles que valorizam o esporte. Tudo isso, impulsionado pela força de marcas icônicas. Estamos conectados com você vibrando pelo clube do coração com a OneFan, dançando junto com a galera da FitDance, superando os seus limites com a X3M, adquirindo produtos esportivos na CENTAURO, maior rede multicanal de produtos esportivos da América Latina, ou na Nike, a marca mais valiosa da indústria do esporte, pela FISIA, consumindo conteúdo na NWB - Network Brasil e respirando lifestyle no Studio 78.Quando você pensar em esporte, tenha certeza: o Grupo SBF estará ali, elevando o segmento esportivo a um novo patamar. Se você se move por esporte, ou é movido por ele, seu lugar é aqui com a gente! Venha fazer parte da #SeleçãoSBF, sempre temos lugar para novos craques.Responsabilidades e atribuiçõesSobre a posição no jogo:Como Analista de Transportes Sr você entrará em campo, com as seguintes atividades:Analisar e otimizar processos de transporte, garantindo a eficiência e eficácia das operações logísticas;Utilização de ferramentas analíticas para gerar insights e apoiar na tomada de decisões;Monitorar e gerenciar KPIs de Transporte, propondo melhorias contínuas;Realizar análises críticas para identificar problemas e oportunidades dentro do fluxo de transporte;Colaborar com times internos e externos para resolver problemas e implementar soluções de forma ágil e eficaz;Gerenciar a comunicação e cobrança junto aos times de clientes, pares e equipe, assegurando o cumprimento de prazos e metas.Requisitos e qualificaçõesO que você precisa para essa posição no jogo: Superior completo em Administração, Logística, Engenharia ou áreas afins;Excel intermediário/avançado;PowerBI (desejável);Amplo conhecimento na área de Transportes, bem como melhoria de processos;Contato com indicadores da área, por exemplo, OTIF, OTB, outros;Conhecimento em metodologias ágeis (diferencial).Bora movimentar o esporte!",Grupo SBF ,vacancy_type_effective,2024-07-25T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,https://gruposbftalentos.gupy.io/job/eyJqb2JJZCI6NzQxNTAzMSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,False,hybrid,True
7477912,2024-07-16T22:23:43.612Z,Analista de Parcerias Estratégicas de Distribuição Júnior | Digital - Vaga exclusiva para pessoas negras✊🏾,"A Globo é feita de gente que quer fazer diferente, fazer junto, fazer o futuro.Gente espalhada por todo o país (e mundo!) trabalhando com conteúdo, notícias, negócios, tecnologia e brasilidade de sobra. Canais na TV aberta e por assinatura, produtos digitais como globoplay, Cartola, g1, ge, gshow e outros serviços estão reunidos no mesmo lugar, na mesma Globo.Novos modelos de negócios digitais estão sendo pensados e desenvolvidos, buscando nos aproximar cada vez mais do usuário e dos seus desejos. As oportunidades de novos negócios também trazem a chance e o desafio de construirmos novos times data-driven e que coloquem o consumidor no centro das nossas decisões.Criamos ambientes onde todas as pessoas são incluídas, acolhidas e valorizadas. Nos empenhamos em ser uma Globo cada vez mais diversa, em representatividade e pensamento, aprendendo uns com os outros e estimulando a criatividade e inovação. Queremos ser cada vez mais o lugar onde todas as pessoas se encontram e, por isso, essa vaga é para você, pessoa negra, que quer crescer e construir o futuro com a gente, nos bastidores de produtos e serviços que impactam a vida de milhões de brasileiros e brasileiras todos os dias. ﻿A diretoria de Parcerias Estratégicas de Distribuição é responsável por prospectar, viabilizar e realizar toda a gestão comercial B2B2C dos acordos de distribuição dos Produtos Digitais da Globo (atualmente Globoplay, Globoplay + Canais, Premiere, Combate e Telecine). A área de Distribuição Digital está dividida em 4 principais verticais de negócios, Operadoras de Telecomunicação, TVs Conectadas/Devices, Agregadores Digitais e Grandes Bases. O principal desafio da pessoa selecionada para essa oportunidade será contribuir com os debates, materializar as ideias em propostas/condições comerciais, além de contribuir na gestão das diferentes parcerias dos Produtos Digitais da Globo, sempre visando alcançar os objetivos estratégicos da companhia.Responsabilidades e atribuiçõesComo será seu dia a dia:  Fazer a gestão e relacionamento com clientes;Apoiar no processo de negociação e distribuição dos conteúdos da Globo para os parceiros B2B2C;Contribuir na análise das condições comerciais de cada negociação, como promoções, incentivos, bem como auxiliar na elaboração dos acordos;Ter interface interna com os produtos, jurídico, tecnologia, operações;Acompanhar indicadores e análise de performance;Acompanhar tendências e se manter atualizado frente as iniciativas de consumo de vídeo no mercado brasileiro e internacional;Levantar dados relevantes de ofertas e analisar oportunidades comerciais;Apoiar as áreas com informações, apresentações, atas, relatórios e demais entregas conforme necessidade.Requisitos e qualificaçõesDo que você precisa: Formação superior completa em Administração, Marketing, Economia e áreas afins;Interesse em distribuição digital e negociação;Atuar com organização, planejamento e proatividade;Experiência Pacote Office (Outlook, Excel, Word, Power Point);Experiência na realização de apresentações;Inglês nível Intermediário (conversação e escrita).﻿Conhecimentos que te destacam:   Ter afinidade e familiaridade com processos e contratos;Bons conhecimentos em Excel - na elaboração de relatórios, gráficos e afins;Habilidade em apresentações (PPT) e storytelling;Ter identificação com assuntos de tecnologia e conhecimento do mercado de streaming;Inglês nível Fluente (conversação e escrita).Informações adicionaisPor que vir para Globo:  Vem e vamos criar histórias e tecnologias juntos.Na Globo, o encontro de histórias com tecnologia move um time diverso e apaixonado por inovação.A gente tem a chance de aproximar os brasileiros, criando novas formas de se conectar com eles.Aqui, cada um faz a transformação acontecer.Nossos processos seletivos estão acontecendo de forma 100% remota e nós encorajamos inscrições de qualquer lugar do Brasil e do mundo. #vempraglobo    Seguindo o compromisso de contribuir para um ambiente seguro para nossas pessoas, informamos que ter o esquema completo vacinação contra a Covid-19 é uma condição obrigatória para o trabalho na Globo, presencial ou a distância, e que o comprovante deverá ser apresentado como pré-requisito para a contratação.  Quer saber mais sobre como é trabalhar na Globo? Vem acompanhar nosso dia a dia, desafios e conquistas nas nossas redes: https://www.linkedin.com/company/globohttps://www.instagram.com/vempraglobo   https://www.youtube.com/c/VemPraGlobo/  Os seus dados pessoais serão utilizados para fins de seleção de candidatos para preenchimento das vagas abertas na Globo.Os dados pessoais coletados durante o processo seletivo dos candidatos que não forem admitidos neste momento poderão ser mantidos nos bancos de dados para consideração em futuros processos seletivos. Todos os dados coletados serão tratados segundo rígidos padrões de segurança da informação e em total respeito às leis de privacidade aplicáveis, incluindo a Lei 13.709/18, e nos termos de nossa política de privacidade, disponível no link: https://vempraglobo.g.globo/files/politica_de_privacidade.pdf Ao prosseguir você está ciente e de acordo para realização de sua candidatura nestes termos. ",Globo,vacancy_type_effective,2024-08-01T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,https://globo.gupy.io/job/eyJqb2JJZCI6NzQ3NzkxMiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,True,hybrid,True
7452119,2024-07-16T22:21:27.774Z,CIA HERING | Analista Qualidade Sourcing,"Aqui, somos #Plurais! Acreditamos na construção de um mundo mais diverso, com mais representatividade e livre de preconceitos. Somos plurais nas cores, idades, crenças, culturas, sotaques, gêneros. Aqui você encontra um ambiente diverso, colaborativo e inclusivo que promove o desenvolvimento por meio das conexões humanas e do afeto! Estamos com uma oportunidade de ANALISTA QUALIDADE SOURCING, e se você se considera criativo e inovador, gosta de atuar como dono do negócio e é movido por resultados, já tem meio caminho andado. Vem fazer parte de uma empresa de moda gigante que está em constante evolução, transformação digital e muitos desafios!Responsabilidades e atribuiçõesAgendamento e monitoramento dos agendamentos de inspeção e contato com fornecedores;Auxilio na analise relatório inspeção de produtos têxteis para aprovação ou reprovação;Acompanhamento nos processos de testes laboratoriais;Atualização dados BIs da área (diário) ;Controle das cobranças de multa por atraso; Acompanhamento inspeção interna em conjunto com time técnico; Operacionalização da devolução de peças para fornecedores ; Operacionalização da solicitação de pagamento para as empresas de inspeção terceirizadas;Requisitos e qualificaçõesCursando ou já formando em engenharia de produção, engenharia textil, tecnico em vestuário, ou áreas correlatas;Conhecimento em Qualidade (artigos texteis ou vestuário)Inglês (intermediário)Conhecimento em Excel (intermediário).",Cia Hering,vacancy_type_effective,,False,Blumenau,Santa Catarina,Brasil,https://ciahering.gupy.io/job/eyJqb2JJZCI6NzQ1MjExOSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,True,on-site,True
7408922,2024-07-16T22:14:34.198Z,ANALISTA DE PCP,"Aqui, somos #Plurais! Acreditamos na construção de um mundo mais diverso, com mais representatividade e livre de preconceitos. Somos plurais nas cores, idades, crenças, culturas, sotaques, gêneros. Aqui você encontra um ambiente diverso, colaborativo e inclusivo que promove o desenvolvimento por meio das conexões humanas e do afeto! Estamos com uma oportunidade de ANALISTA DE PCP IVem fazer parte de uma empresa de moda gigante que está em constante evolução, transformação digital e muitos desafiosResponsabilidades e atribuiçõesPlanejar o cronograma de produção, garantindo tempo hábil para recebimento dos insumos e estimando o prazo ideal que não comprometa a qualidade da fabricação.Acompanhar o processo produtivo, monitorando se os prazos estão sendo cumpridos e se a qualidade está satisfatória.Controlar o estoque de matérias-primas, evitando que a produção seja interrompida por falta de insumos.Garantir que o estoque de produtos se mantenha em nível adequado, evitando atrasos para o cliente final.Elaborar relatórios e gráficos das áreas, a fim de identificar pontos de melhorias e acompanhar se as metas pré-estabelecidas estão sendo atingidas.Acompanhar a entrega de itens prioritários ao longo da cadeia produtiva, a fim de garantir a entrega dentro do prazo e com qualidade.Requisitos e qualificaçõesDomínio do Pacote Office;Conhecimento Intermediário em Excel;Conhecimento da ferramenta AS será um diferencial;Conhecimento em planejamento e controle de produção será um diferencial;",Cia Hering,vacancy_type_effective,,False,S�o Lu�s de Montes Belos,Goiás,Brasil,https://ciahering.gupy.io/job/eyJqb2JJZCI6NzQwODkyMiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,True,on-site,True
7478075,2024-07-16T22:07:35.514Z,Analista de Retenção | Timbó ,"O Relacionamento com o Cliente, ou apenas RCC para os íntimos, é responsável pelo atendimento aos clientes Unifique em diversos canais de comunicação e sobre diversos assuntos. O nosso principal objetivo é garantir que o cliente esteja satisfeito com nosso serviço e atendimento, para que ele tenha uma excelente experiência conosco. Para que isso aconteça, treinamos os novos integrantes da equipe para ter um conhecimento sobre o funcionamento geral dos processos, orientações e obrigações de uma empresa de telecomunicações. Se você tem vontade de aprender e ajudar pessoas, pode mandar currículo sem medo de ser feliz! =D﻿Esta e as demais vagas anunciadas estão disponíveis para PcD ♿Responsabilidades e atribuiçõesAtender solicitações de cancelamento de clientes visando solucionar o problema que o levou a solicitar o cancelamento para reter o cliente;Analisar viabilidade técnica de atendimento, ofertar planos e finalizar vendas com o objetivo de reverter solicitações de cancelamento;Consultar informações cadastrais, de pagamento, planos e histórico de atendimentos nos cadastros dos clientes para poder solucionar as demandas dos clientes durante os atendimentos;Ativar ou desativar planos e gerar cobranças no cadastro do cliente para finalizar o atendimentos de cancelamento dos serviços;Abrir, registrar, repassar e finalizar protocolos por meio de sistema com o objetivo de controlar e manter organizadas as informações dos clientes;Analisar extrato de conexão e ligações visando buscar informações para auxiliar na resolução de um atendimento;Registrar tarefas e preencher planilhas internas para controle de atividades e tratativa de situações pontuais;Autonomia para acessar roteadores de clientes e realizar configurações básicas com o objetivo de solucionar problemas técnicos simples.Requisitos e qualificaçõesHabilidades:Boa comunicação, organização e responsabilidade;Senso de inovação;Pacote Office.Formação:Ensino Superior completo ou em andamento em Administração, Comunicação Social, Vendas ou áreas correlatas.Informações adicionaisHorário de trabalho (negociável): 08h às 12h e das 13h12 às 18h, de Segunda a Sexta12h às 21h, Segunda a Sexta e Sábado, das 8h às 12h. Oportunidade para trabalhar presencialmente em Timbó ou home office em cidades próximas.",Unifique Telecomunicações,vacancy_type_effective,,False,Timbó,Santa Catarina,Brasil,https://vemserunifique.gupy.io/job/eyJqb2JJZCI6NzQ3ODA3NSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,True,on-site,True
